ENA|ORXJ01009545|ORXJ01009545.1,0,9074,UniRef50_UPI000427E3F7,1038,5403	ENA|ORXJ01009545|ORXJ01009545.1,0,9074,UniRef50_UPI000427E3F7,1038,5403
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OPXU01000071|OPXU01000071.1,8779,59690,UniRef50_A0A413K8X0,23670,27408
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917569.43639,25478,62090,UniRef50_A0A413K8X0,57758,61496
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UMBC01002385|UMBC01002385.1,0,30595,UniRef50_A0A413K8X0,11965,15703
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWSL01000003|OWSL01000003.1,264307,334103,UniRef50_A0A413K8X0,296586,300324
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ913997.36461,0,68494,UniRef50_A0A413K8X0,32474,36212
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919381.17863,0,46409,UniRef50_A0A413K8X0,32080,35818
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UMBE01039713|UMBE01039713.1,0,63926,UniRef50_A0A413K8X0,32307,36045
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ918880.99954,26965,120051,UniRef50_A0A413K8X0,59249,62987
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|ORNK01000005|ORNK01000005.1,4920,140891,UniRef50_A0A413K8X0,104872,108610
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ857770.6,209969,306065,UniRef50_A0A413K8X0,242253,245991
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	Ga0245312_100066,38127,134223,UniRef50_A0A413K8X0,70411,74149
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925977.11334,4367,128292,UniRef50_A0A413K8X0,92273,96011
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OQQQ01000729|OQQQ01000729.1,0,17599,UniRef50_A0A413K8X0,13366,17041
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ942419.33270,0,66747,UniRef50_A0A413K8X0,34688,38363
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OQPM01000013|OQPM01000013.1,95084,157671,UniRef50_A0A413K8X0,127206,130881
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OQQI01000302|OQQI01000302.1,0,32160,UniRef50_A0A413K8X0,21628,25303
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ918382.80649,0,70486,UniRef50_A0A413K8X0,34688,38363
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OQPU01000169|OQPU01000169.1,1142,44397,UniRef50_A0A413K8X0,35499,39174
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OQQH01000021|OQQH01000021.1,27231,104163,UniRef50_A0A413K8X0,59353,63028
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OPWP01000184|OPWP01000184.1,28600,65350,UniRef50_A0A413K8X0,60877,64615
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OGQW01000004|OGQW01000004.1,169406,240578,UniRef50_A0A413K8X0,201686,205424
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917301.22578,0,17552,UniRef50_A0A413K8X0,384,4122
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OGHO01000007|OGHO01000007.1,155428,225050,UniRef50_A0A413K8X0,187709,191447
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ914747.19011,23467,94421,UniRef50_A0A413K8X0,55748,59486
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925509.87060,0,73780,UniRef50_A0A413K8X0,37761,41499
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919434.49254,25549,94260,UniRef50_A0A413K8X0,57830,61568
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	Ga0168678_100201,23505,94492,UniRef50_A0A413K8X0,55786,59524
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925392.48774,23329,59991,UniRef50_A0A413K8X0,55609,59347
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UPEY01000869|UPEY01000869.1,0,35757,UniRef50_A0A413K8X0,6507,10245
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925512.116800,0,29388,UniRef50_A0A413K8X0,11693,15431
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919402.52326,0,36590,UniRef50_A0A413K8X0,570,4308
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919400.12976,0,17273,UniRef50_A0A413K8X0,343,4081
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925848.16390,0,12856,UniRef50_A0A413K8X0,679,4417
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OGZK01000126|OGZK01000126.1,0,69316,UniRef50_A0A413K8X0,52393,56131
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UPDG01000001|UPDG01000001.1,0,283618,UniRef50_A0A413K8X0,186832,190570
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OGFP01000069|OGFP01000069.1,5680,71811,UniRef50_A0A413K8X0,59705,63443
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UZOF01000036|UZOF01000036.1,0,157153,UniRef50_A0A413K8X0,69743,73481
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ941853.69875,8010,98055,UniRef50_A0A413K8X0,62035,65773
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UPEI01000010|UPEI01000010.1,0,225259,UniRef50_A0A413K8X0,34687,38425
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OGET01000045|OGET01000045.1,0,66270,UniRef50_A0A413K8X0,9135,12873
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OGLZ01000059|OGLZ01000059.1,23395,130336,UniRef50_A0A413K8X0,55676,59414
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OGWS01000009|OGWS01000009.1,0,192219,UniRef50_A0A413K8X0,186719,190457
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UZSP01000001|UZSP01000001.1,0,73438,UniRef50_A0A413K8X0,37418,41156
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925529.35324,0,71719,UniRef50_A0A413K8X0,39899,43637
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OGIU01000012|OGIU01000012.1,23174,143887,UniRef50_A0A413K8X0,55455,59193
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919239.17345,23467,151350,UniRef50_A0A413K8X0,55748,59486
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWSQ01000042|OWSQ01000042.1,23395,152386,UniRef50_A0A413K8X0,55675,59413
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ920103.6886,23453,153157,UniRef50_A0A413K8X0,55734,59472
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ941849.82177,2775,186107,UniRef50_A0A413K8X0,35056,38794
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925155.4122,20660,117263,UniRef50_A0A413K8X0,59499,63237
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ920124.36052,5728,134733,UniRef50_A0A413K8X0,98713,102451
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ915389.28743,23469,152536,UniRef50_A0A413K8X0,55750,59488
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	Ga0168697_100023,1451,164111,UniRef50_A0A413K8X0,94498,98236
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925463.15182,4795,116683,UniRef50_A0A413K8X0,80663,84401
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWNZ01000437|OWNZ01000437.1,0,14572,UniRef50_A0A413K8X0,10312,14050
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ943766.28793,0,14584,UniRef50_A0A413K8X0,575,4313
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ943764.42094,25008,61601,UniRef50_A0A413K8X0,57291,61029
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|RQCM01000051|RQCM01000051.1,0,31922,UniRef50_A0A413K8X0,321,4059
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919162.26088,25298,61778,UniRef50_A0A413K8X0,57578,61316
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OVLX01000176|OVLX01000176.1,0,45878,UniRef50_A0A413K8X0,14770,18508
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWGK01000002|OWGK01000002.1,0,70106,UniRef50_A0A413K8X0,34087,37825
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ983616.78703,30627,188142,UniRef50_A0A413K8X0,152123,155861
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917647.47598,43118,200635,UniRef50_A0A413K8X0,164616,168354
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ914367.23658,0,13121,UniRef50_A0A413K8X0,8852,12590
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919363.14259,26022,96311,UniRef50_A0A413K8X0,58302,62040
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UXRX01000241|UXRX01000241.1,0,63537,UniRef50_A0A413K8X0,28534,32272
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ918829.117548,0,67142,UniRef50_A0A413K8X0,31123,34861
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ910657.36434,24139,93905,UniRef50_A0A413K8X0,56420,60158
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919283.53404,24921,93251,UniRef50_A0A413K8X0,57205,60943
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OMEV01000416|OMEV01000416.1,0,31500,UniRef50_A0A413K8X0,392,4130
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|USZI01000162|USZI01000162.1,0,44589,UniRef50_A0A413K8X0,13421,17159
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OLPE01000195|OLPE01000195.1,0,45639,UniRef50_A0A413K8X0,9619,13357
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ913986.33190,0,38621,UniRef50_A0A413K8X0,27973,31711
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OHCS01000241|OHCS01000241.1,7398,34808,UniRef50_A0A413K8X0,22290,26028
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OHHR01000384|OHHR01000384.1,576,29526,UniRef50_A0A413K8X0,15468,19206
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OMAL01000639|OMAL01000639.1,0,21257,UniRef50_A0A413K8X0,10082,13820
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OHRE01000310|OHRE01000310.1,0,26594,UniRef50_A0A413K8X0,11925,15663
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OHON01000337|OHON01000337.1,0,25780,UniRef50_A0A413K8X0,8643,12381
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ918263.107121,35519,76666,UniRef50_A0A413K8X0,67799,71537
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OQGY01000637|OQGY01000637.1,0,18644,UniRef50_A0A413K8X0,12054,15792
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ916200.9997,0,17807,UniRef50_A0A413K8X0,553,4291
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ916626.57209,0,27419,UniRef50_A0A413K8X0,9068,12806
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ975408.7,0,19228,UniRef50_A0A413K8X0,2937,6675
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OFOK01000008|OFOK01000008.1,0,70393,UniRef50_A0A413K8X0,34374,38112
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UPCJ01000406|UPCJ01000406.1,0,45637,UniRef50_A0A413K8X0,8781,12519
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OEHT01000346|OEHT01000346.1,0,56207,UniRef50_A0A413K8X0,8781,12519
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UPRP01000472|UPRP01000472.1,0,47310,UniRef50_A0A413K8X0,34792,38530
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OHKH01000057|OHKH01000057.1,0,75131,UniRef50_A0A413K8X0,62612,66350
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OHMG01000050|OHMG01000050.1,0,74992,UniRef50_A0A413K8X0,8781,12519
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OQFJ01000001|OQFJ01000001.1,228831,333977,UniRef50_A0A413K8X0,261115,264853
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OHAA01000060|OHAA01000060.1,0,45882,UniRef50_A0A413K8X0,9953,13691
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWEU01000120|OWEU01000120.1,24868,128345,UniRef50_A0A413K8X0,57152,60890
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919321.68053,24981,130822,UniRef50_A0A413K8X0,57265,61003
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	Ga0115078_100003,0,104110,UniRef50_A0A413K8X0,68091,71829
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWQW01000002|OWQW01000002.1,12783,174576,UniRef50_A0A413K8X0,138553,142291
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OGHH01000155|OGHH01000155.1,0,73923,UniRef50_A0A413K8X0,48844,52582
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UPQZ01000025|UPQZ01000025.1,9319,151103,UniRef50_A0A413K8X0,115084,118822
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ909641.6839,25569,168124,UniRef50_A0A413K8X0,57849,61587
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OLQP01000030|OLQP01000030.1,25497,143307,UniRef50_A0A413K8X0,57777,61515
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWHG01000093|OWHG01000093.1,0,71356,UniRef50_A0A413K8X0,35337,39075
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ914783.20665,0,133943,UniRef50_A0A413K8X0,8852,12590
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ914815.24135,24714,166498,UniRef50_A0A413K8X0,56994,60732
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917587.48903,25295,187088,UniRef50_A0A413K8X0,57579,61317
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917770.74714,91460,233271,UniRef50_A0A413K8X0,197252,200990
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	Ga0244792_100091,0,123592,UniRef50_A0A413K8X0,14061,17799
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ1031392.73,828,37354,UniRef50_A0A413K8X0,33108,36846
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919154.3665,24211,66356,UniRef50_A0A413K8X0,56491,60229
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWPV01000008|OWPV01000008.1,205423,277760,UniRef50_A0A413K8X0,237703,241441
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UPOY01000450|UPOY01000450.1,0,56460,UniRef50_A0A413K8X0,43345,47083
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ920341.16917,0,52668,UniRef50_A0A413K8X0,13328,17066
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ915983.5019,24291,95919,UniRef50_A0A413K8X0,56571,60309
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OGDX01000006|OGDX01000006.1,0,87034,UniRef50_A0A413K8X0,51015,54753
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UPMI01000040|UPMI01000040.1,0,79361,UniRef50_A0A413K8X0,43342,47080
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ834826.5,0,71550,UniRef50_A0A413K8X0,35531,39269
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925286.46203,0,79380,UniRef50_A0A413K8X0,43361,47099
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	Ga0244918_100120,23969,108755,UniRef50_A0A413K8X0,56249,59987
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ920439.52757,0,82694,UniRef50_A0A413K8X0,46675,50413
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ914708.75557,0,65734,UniRef50_A0A413K8X0,52549,56287
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OHZJ01000024|OHZJ01000024.1,38133,107857,UniRef50_A0A413K8X0,70412,74150
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OIDK01000027|OIDK01000027.1,0,69096,UniRef50_A0A413K8X0,33078,36816
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ917657.70011,0,73876,UniRef50_A0A413K8X0,37858,41596
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OPOR01000348|OPOR01000348.1,9431,46162,UniRef50_A0A413K8X0,41710,45448
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UXLP01000447|UXLP01000447.1,0,36735,UniRef50_A0A413K8X0,717,4455
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ926807.128218,0,18062,UniRef50_A0A413K8X0,473,4211
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OVMJ01000430|OVMJ01000430.1,0,45571,UniRef50_A0A413K8X0,8811,12549
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OOCI01000342|OOCI01000342.1,0,44942,UniRef50_A0A413K8X0,32393,36131
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ827498.471,0,53342,UniRef50_A0A413K8X0,17484,21222
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919848.16210,0,71231,UniRef50_A0A413K8X0,35213,38951
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ931541.19,0,45302,UniRef50_A0A413K8X0,32539,36277
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ920018.52264,133028,222992,UniRef50_A0A413K8X0,165307,169045
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925216.32726,0,75193,UniRef50_A0A413K8X0,39175,42913
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWSS01000003|OWSS01000003.1,12822,102799,UniRef50_A0A413K8X0,66781,70519
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OPNB01000004|OPNB01000004.1,11933,101910,UniRef50_A0A413K8X0,65892,69630
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ925185.42841,301,90278,UniRef50_A0A413K8X0,54260,57998
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UXJM01000004|UXJM01000004.1,239153,329130,UniRef50_A0A413K8X0,271432,275170
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OCHN01000034|OCHN01000034.1,0,98136,UniRef50_A0A413K8X0,62118,65856
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ919719.34025,0,124037,UniRef50_A0A413K8X0,88019,91757
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OOAK01000002|OOAK01000002.1,229335,298198,UniRef50_A0A413K8X0,261619,265357
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|UYFK01000011|UYFK01000011.1,223717,292261,UniRef50_A0A413K8X0,255997,259735
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ910675.45732,0,68276,UniRef50_A0A413K8X0,32258,35996
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OAUS01000394|OAUS01000394.1,0,35103,UniRef50_A0A413K8X0,3393,7131
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OLOW01000481|OLOW01000481.1,0,26858,UniRef50_A0A413K8X0,15699,19437
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|OWYG01000157|OWYG01000157.1,0,47093,UniRef50_A0A413K8X0,32440,36178
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ERZ909734.92565,0,69617,UniRef50_A0A413K8X0,33598,37336
ENA|OOCB01000001|OOCB01000001.1,1544149,1726511,UniRef50_A0A413K8X0,1576430,1580120	ENA|ULPX01005408|ULPX01005408.1,2913,31063,UniRef50_A0A413K8X0,17805,21543
